(0.011108996538242306, (0.8631331812102563+6.396792817664477e-19j))
(0.02464486069784632, 0.5420717278444184)
(0.03818072485745033, 0.2298823154076289)
(0.05171658901705435, 0.06806865977506121)
(0.06525245317665837, 0.05432228262883265)
(0.07878831733626238, 0.08551211263418486)
(0.09232418149586638, 0.07492093719895822)
(0.1058600456554704, 0.022974380737804747)
(0.11939590981507442, -0.013960371109779999)
(0.13293177397467842, -0.0024065705173969007)
(0.14646763813428246, 0.033110522673016174)
(0.16000350229388646, 0.046934731240462595)
(0.17353936645349047, 0.02717843856323047)
(0.1870752306130945, 0.0038833945208808034)
(0.2006110947726985, 0.007739764547990705)
(0.21414695893230248, 0.03316551645577648)
(0.22768282309190652, 0.04802086657352353)
(0.24121868725151058, 0.033816141452504486)
(0.2547545514111146, 0.006680303723490802)
(0.26829041557071853, -0.003604469855991505)
(0.2818262797303226, 0.011366814904757017)
(0.2953621438899266, 0.03109529256567255)
(0.3088980080495306, 0.03229353958284647)
(0.3224338722091346, 0.015580802912702635)
(0.3359697363687386, 0.0021689835199411186)
(0.3495056005283427, 0.007324267641678881)
(0.3630414646879467, 0.023349393868629033)
(0.3765773288475507, 0.03061209582425891)
(0.39011319300715475, 0.021059090923368773)
(0.4036490571667587, 0.005956763135488076)
(0.41718492132636265, 0.0007708341167173614)
(0.43072078548596665, 0.007194300137176614)
(0.4442566496455707, 0.013364941482115913)
(0.4577925138051747, 0.009819210273866605)
(0.4713283779647788, 0.0006526111179086813)
(0.4848642421243827, -0.0027448298327624014)
(0.4984001062839868, 0.0038954459149467676)
(0.5119359704435908, 0.013110764942266276)
(0.5254718346031948, 0.015403136032724196)
(0.5390076987627987, 0.01029207389263808)
(0.5525435629224028, 0.005471192625409274)
(0.5660794270820068, 0.006370962878327048)
(0.5796152912416108, 0.009734391007580754)
(0.5931511554012149, 0.008667449244024777)
(0.6066870195608189, 0.0019749223717655862)
(0.6202228837204229, -0.004111458246596628)
(0.6337587478800268, -0.0035351164606329923)
(0.6472946120396308, 0.0024804324281710688)
(0.6608304761992349, 0.007409140384218615)
(0.6743663403588389, 0.007440277216862143)
(0.687902204518443, 0.005378042896394979)
(0.701438068678047, 0.006056127488470152)
(0.714973932837651, 0.009666996525532021)
(0.728509796997255, 0.011591078292108859)
(0.742045661156859, 0.008683984817656849)
(0.755581525316463, 0.003773606474021788)
(0.7691173894760671, 0.0025422002392000986)
(0.782653253635671, 0.006657104763363906)
(0.796189117795275, 0.011707047936925365)
(0.8097249819548791, 0.012479183637402497)
(0.823260846114483, 0.00904699044379571)
(0.836796710274087, 0.006272976527539667)
(0.850332574433691, 0.007560295897674302)
(0.8638684385932951, 0.010714290862039625)
(0.8774043027528992, 0.01098677000434528)
(0.8909401669125032, 0.00737207868496681)
(0.9044760310721072, 0.004184222587462667)
(0.9180118952317112, 0.005812968203326508)
(0.9315477593913153, 0.011060926289524589)
(0.9450836235509191, 0.014123497300133897)
(0.9586194877105232, 0.011234874924714708)
(0.9721553518701272, 0.005049226826631947)
(0.9856912160297313, 0.0014508329349690902)
(0.9992270801893353, 0.0025758352876517204)
(1.0127629443489394, 0.004416744104101497)
(1.0262988085085432, 0.0018938764801122426)
(1.0398346726681473, -0.004728104171878043)
(1.0533705368277513, -0.0098875526512582)
(1.0669064009873552, -0.009306282241006021)
(1.0804422651469594, -0.005217580994672677)
(1.0939781293065634, -0.003774916774524585)
(1.1075139934661675, -0.0074631138652052785)
(1.1210498576257713, -0.011544583419724863)
(1.1345857217853754, -0.009185680266206142)
(1.1481215859449794, 0.00021702477799711363)
(1.1616574501045833, 0.009124662340331416)
(1.1751933142641875, 0.0091055232439415)
(1.1887291784237914, -0.00028158657034433113)
(1.2022650425833956, -0.010596568788667701)
(1.2158009067429996, -0.012741249091262249)
(1.2293367709026035, -0.0057076164031260685)
(1.2428726350622075, 0.0030756630034929934)
(1.2564084992218114, 0.005627535418781644)
(1.2699443633814156, 0.0009564127248730972)
(1.2834802275410193, -0.005188481527404419)
(1.2970160917006235, -0.007075979430929349)
(1.3105519558602274, -0.004505905173489202)
(1.3240878200198316, -0.0016741152137781778)
(1.3376236841794356, -0.0017069073475812825)
(1.3511595483390395, -0.0034362640597235747)
(1.3646954124986437, -0.0036239099790887305)
(1.3782312766582476, -0.0013898264828981198)
(1.3917671408178518, 0.0005404083446822617)
(1.4053030049774557, -0.0009380060022773322)
(1.4188388691370597, -0.005534173081810108)
(1.4323747332966639, -0.009615094922692951)
(1.4459105974562678, -0.009986344542636432)
(1.4594464616158718, -0.007146074422805715)
(1.4729823257754757, -0.004473260385246735)
(1.48651818993508, -0.004367981481693832)
(1.5000540540946838, -0.005651903074753845)
(1.5135899182542878, -0.0050660589712751055)
(1.527125782413892, -0.0011958958936822944)
(1.5406616465734957, 0.003507457509357393)
(1.5541975107330996, 0.004941223977241759)
(1.5677333748927036, 0.0015993708387299244)
(1.5812692390523078, -0.0036261226384658326)
(1.5948051032119117, -0.006137197533328332)
(1.6083409673715159, -0.004161858333139956)
(1.6218768315311198, -0.0004311039552671307)
(1.6354126956907238, 0.000797460165528216)
(1.648948559850328, -0.0017583651564712297)
(1.6624844240099317, -0.005206466750007207)
(1.676020288169536, -0.00588282643824574)
(1.6895561523291398, -0.0035650802866289723)
(1.703092016488744, -0.001701445241868694)
(1.716627880648348, -0.003293372598323848)
(1.730163744807952, -0.007137825543050069)
(1.743699608967556, -0.00896324064295725)
(1.7572354731271602, -0.006435853070303338)
(1.7707713372867642, -0.002284751565680581)
(1.7843072014463683, -0.001600964119320466)
(1.797843065605972, -0.0060452020009835235)
(1.811378929765576, -0.011613598182599008)
(1.8249147939251802, -0.012855912682601934)
(1.8384506580847841, -0.008965458880665135)
(1.8519865222443883, -0.004673565033359951)
(1.8655223864039923, -0.004689346305728365)
(1.879058250563596, -0.00806617317515508)
(1.8925941147232, -0.009275770246014312)
(1.906129978882804, -0.005033313396708386)
(1.919665843042408, 0.001101549149635265)
(1.9332017072020122, 0.002134354604125089)
(1.946737571361616, -0.004426761776679127)
(1.9602734355212204, -0.013209635416111054)
(1.973809299680824, -0.016393478452758726)
(1.9873451638404283, -0.012042434741558701)
(2.000881028000032, -0.005960309453056487)
(2.0144168921596366, -0.004973969295273757)
(2.02795275631924, -0.009357906799737985)
(2.041488620478844, -0.013015728270909837)
(2.0550244846384484, -0.01096955805349263)
(2.0685603487980524, -0.005275923814406933)
(2.0820962129576563, -0.0025119378866347844)
(2.0956320771172603, -0.005959674049972556)
(2.1091679412768647, -0.011757573066048646)
