(2.122703805436468, -0.01345653947930162)
(2.1362396695960726, -0.00948554499515623)
(2.1497755337556765, -0.004752483567552989)
(2.1633113979152805, -0.004679164824480829)
(2.1768472620748844, -0.008852122180128793)
(2.190383126234489, -0.011709673008650013)
(2.203918990394093, -0.009248414424523472)
(2.2174548545536963, -0.0037499700271115904)
(2.2309907187133002, -0.0010995865474208593)
(2.2445265828729046, -0.004046556254913936)
(2.2580624470325086, -0.009293514327631064)
(2.2715983111921125, -0.011528934275657165)
(2.2851341753517165, -0.00940872404114596)
(2.2986700395113204, -0.006581517784413113)
(2.3122059036709244, -0.006976908725720621)
(2.3257417678305283, -0.010186048988624834)
(2.3392776319901327, -0.012227110003472406)
(2.3528134961497367, -0.010417577996495116)
(2.3663493603093406, -0.006453907475311551)
(2.3798852244689446, -0.00428774688247293)
(2.393421088628549, -0.00559443408968702)
(2.4069569527881525, -0.008165226488135387)
(2.420492816947757, -0.00882163166117529)
(2.434028681107361, -0.007204528052882682)
(2.4475645452669648, -0.00608818401468003)
(2.4611004094265687, -0.008095647689491491)
(2.4746362735861727, -0.012685217536095536)
(2.488172137745777, -0.016662422930445554)
(2.5017080019053806, -0.017405283734651077)
(2.515243866064985, -0.015229903921222601)
(2.528779730224589, -0.01262005820238043)
(2.542315594384193, -0.011501789554064817)
(2.5558514585437964, -0.0115228061174968)
(2.5693873227034008, -0.010881989716915787)
(2.5829231868630047, -0.008549090511537811)
(2.5964590510226087, -0.0055113203607025495)
(2.6099949151822126, -0.0038563390435954375)
(2.623530779341817, -0.004645332586893471)
(2.637066643501421, -0.006652231177156522)
(2.650602507661025, -0.007258635813588115)
(2.664138371820629, -0.004811561090955707)
(2.6776742359802332, -0.0002748336648952347)
(2.6912101001398367, 0.0035322683992482272)
(2.704745964299441, 0.004567737532015276)
